transcript_id	seqnames	start	end	gene_name	gene_id	n
chr4_168492886_168530560	chr4	168356735	168537786	DDX60L	ENSG00000181381	212
chr4_168476121_168490357	chr4	168356735	168537786	DDX60L	ENSG00000181381	298
chr4_168504966_168506078	chr4	168497066	168928457	PALLD	ENSG00000129116	86
chr4_168530703_168537640	chr4	168497066	168928457	PALLD	ENSG00000129116	163
chr4_168492886_168504832	chr4	168497066	168928457	PALLD	ENSG00000129116	170
chr4_168492886_168530560	chr4	168497066	168928457	PALLD	ENSG00000129116	212
chr5_343709_343892	chr5	304176	438291	AHRR	ENSG00000063438	1
chr5_427691_427806	chr5	304176	438291	AHRR	ENSG00000063438	3
chr5_343970_353729	chr5	304176	438291	AHRR	ENSG00000063438	4
chr5_423978_427636	chr5	304176	438291	AHRR	ENSG00000063438	4
chr5_322663_343892	chr5	304176	438291	AHRR	ENSG00000063438	5
chr5_428007_433852	chr5	304176	438291	AHRR	ENSG00000063438	5
chr5_343965_413343	chr5	304176	438291	AHRR	ENSG00000063438	82
chr5_473400_475136	chr5	474883	524332	SLC9A3	ENSG00000066230	153
chr5_748155_748155	chr5	710360	766952	ZDHHC11B	ENSG00000206077	88
chr5_841920_843599	chr5	795606	850986	ZDHHC11	ENSG00000188818	9
chr5_847616_849649	chr5	795606	850986	ZDHHC11	ENSG00000188818	32
chr5_795869_795869	chr5	795606	850986	ZDHHC11	ENSG00000188818	55
chr5_796062_796063	chr5	795606	850986	ZDHHC11	ENSG00000188818	87
chr5_837479_850440	chr5	795606	850986	ZDHHC11	ENSG00000188818	100
chr5_795846_795850	chr5	795606	850986	ZDHHC11	ENSG00000188818	109
chr5_795915_795915	chr5	795606	850986	ZDHHC11	ENSG00000188818	114
chr5_796161_796163	chr5	795606	850986	ZDHHC11	ENSG00000188818	114
chr5_796185_796185	chr5	795606	850986	ZDHHC11	ENSG00000188818	114
chr5_796201_796201	chr5	795606	850986	ZDHHC11	ENSG00000188818	150
chr5_796065_796125	chr5	795606	850986	ZDHHC11	ENSG00000188818	159
chr5_96743747_96746341	chr5	96525267	96779595	CAST	ENSG00000153113	5
chr5_96525428_96545215	chr5	96525267	96779595	CAST	ENSG00000153113	13
chr5_96728419_96729152	chr5	96525267	96779595	CAST	ENSG00000153113	150
chr5_96702916_96737848	chr5	96525267	96779595	CAST	ENSG00000153113	211
chr5_96529881_96675538	chr5	96525267	96779595	CAST	ENSG00000153113	292
chr5_96881481_96883791	chr5	96875939	96919716	ERAP2	ENSG00000164308	2
chr5_96876091_96879563	chr5	96875939	96919716	ERAP2	ENSG00000164308	2
chr5_102754946_102865822	chr5	102753981	103031105	PAM	ENSG00000145730	98
chr5_168316805_168371423	chr5	168291651	168472303	WWC1	ENSG00000113645	34
chr5_168486544_168488152	chr5	168486445	168519299	RARS	ENSG00000113643	50
chr5_168488271_168488601	chr5	168486445	168519299	RARS	ENSG00000113643	50
chr5_168492792_168493893	chr5	168486445	168519299	RARS	ENSG00000113643	81
chr5_172106815_172117480	chr5	172042073	172188386	STK10	ENSG00000072786	5
chr6_29725564_29727956	chr6	29722775	29738528	HLA-F	ENSG00000204642	85
chr6_29827045_29827835	chr6	29826967	29831125	HLA-G	ENSG00000204632	10
chr6_29828317_29829417	chr6	29826967	29831125	HLA-G	ENSG00000204632	133
chr6_29941320_29941965	chr6	29941260	29945884	HLA-A	ENSG00000206503	265
chr6_148468586_148487613	chr6	148342593	148552050	SASH1	ENSG00000111961	7
chr6_154422653_154428127	chr6	154387504	154510659	CNKSR3	ENSG00000153721	20
chr6_154433508_154433778	chr6	154387504	154510659	CNKSR3	ENSG00000153721	40
chr7_195328_195553	chr7	192969	260745	FAM20C	ENSG00000177706	43
chr7_2222755_2223492	chr7	1815793	2233243	MAD1L1	ENSG00000002822	21
chr7_2069339_2088793	chr7	1815793	2233243	MAD1L1	ENSG00000002822	151
chr7_2513329_2524694	chr7	2512529	2529177	LFNG	ENSG00000106003	2
chr7_2524691_2524691	chr7	2512529	2529177	LFNG	ENSG00000106003	2
chr7_4775757_4783315	chr7	4775622	4791768	AP5Z1	ENSG00000242802	256
chr7_6331236_6338632	chr7	6329409	6348981	FAM220A	ENSG00000178397	8
chr7_6331236_6341872	chr7	6329409	6348981	FAM220A	ENSG00000178397	282
chr7_6341971_6348572	chr7	6329409	6348981	FAM220A	ENSG00000178397	355
chr7_7639145_7639904	chr7	7636518	7718607	RPA3	ENSG00000106399	2
chr7_13939247_13986115	chr7	13891228	13991425	ETV1	ENSG00000006468	1
chr7_24597192_24620051	chr7	24573268	24694193	MPP6	ENSG00000105926	60
chr7_35667589_35668542	chr7	35632659	35695135	HERPUD2	ENSG00000122557	16
chr7_35694628_35695419	chr7	35632659	35695135	HERPUD2	ENSG00000122557	16
chr7_38392018_38392617	chr7	38383704	38631567	AMPH	ENSG00000078053	18
chr7_38421017_38422420	chr7	38383704	38631567	AMPH	ENSG00000078053	30
chr7_38394215_38420911	chr7	38383704	38631567	AMPH	ENSG00000078053	67
chr7_50448290_50449578	chr7	50444128	50450390	FIGNL1	ENSG00000132436	9
chr7_50447298_50542517	chr7	50444128	50450390	FIGNL1	ENSG00000132436	18
chr7_50447298_50542517	chr7	50458436	50565457	DDC	ENSG00000132437	18
chr7_50727891_50729299	chr7	50590063	50793462	GRB10	ENSG00000106070	1
chr7_50732369_50747578	chr7	50590063	50793462	GRB10	ENSG00000106070	1
chr7_50779178_50779508	chr7	50590063	50793462	GRB10	ENSG00000106070	1
chr7_50780737_50781020	chr7	50590063	50793462	GRB10	ENSG00000106070	1
chr7_50781130_50781225	chr7	50590063	50793462	GRB10	ENSG00000106070	1
chr7_50762015_50779134	chr7	50590063	50793462	GRB10	ENSG00000106070	18
chr7_50781309_50781416	chr7	50590063	50793462	GRB10	ENSG00000106070	44
chr7_50781130_50781230	chr7	50590063	50793462	GRB10	ENSG00000106070	62
chr7_50757250_50779134	chr7	50590063	50793462	GRB10	ENSG00000106070	66
chr7_50780737_50782423	chr7	50590063	50793462	GRB10	ENSG00000106070	66
chr7_66388846_66389184	chr7	66205199	66420543	TPST1	ENSG00000169902	1
chr7_66382913_66390081	chr7	66205199	66420543	TPST1	ENSG00000169902	257
chr7_66390251_66399691	chr7	66205199	66420543	TPST1	ENSG00000169902	266
chr7_66390251_66391397	chr7	66205199	66420543	TPST1	ENSG00000169902	319
chr7_66995498_66998064	chr7	66987677	66995601	SBDS	ENSG00000126524	1
chr7_66995498_66998064	chr7	66995173	67239519	TYW1	ENSG00000198874	1
chr8_1756083_1759296	chr8	1755778	1801711	CLN8	ENSG00000182372	3
chr8_1758307_1759296	chr8	1755778	1801711	CLN8	ENSG00000182372	8
chr8_1773902_1780249	chr8	1755778	1801711	CLN8	ENSG00000182372	10
chr8_2100500_2100875	chr8	2045040	2165552	MYOM2	ENSG00000036448	4
chr8_123109397_123109527	chr8	123041968	123152153	TBC1D31	ENSG00000156787	35
chr8_123075034_123077110	chr8	123041968	123152153	TBC1D31	ENSG00000156787	63
chr9_34647259_34648047	chr9	34646589	34650701	GALT	ENSG00000213930	39
chr9_34638341_34646676	chr9	34646589	34650701	GALT	ENSG00000213930	346
chr9_92311260_92321667	chr9	92297358	92325483	NOL8	ENSG00000198000	246
chr9_92323504_92324608	chr9	92297358	92325483	NOL8	ENSG00000198000	246
chr9_92494150_92500726	chr9	92325637	92620533	CENPP	ENSG00000188312	87
chr9_92494150_92500726	chr9	92493554	92536655	ECM2	ENSG00000106823	87
chr9_129831733_129831895	chr9	129827290	129835863	C9orf78	ENSG00000136819	19
chr9_129833710_129835787	chr9	129827290	129835863	C9orf78	ENSG00000136819	54
chr9_129833710_129835787	chr9	129834698	129881838	USP20	ENSG00000136878	54
chr10_124546190_124613263	chr10	124461834	124617888	LHPP	ENSG00000107902	1
chr10_124612951_124613263	chr10	124461834	124617888	LHPP	ENSG00000107902	1
chr10_125133613_125138006	chr10	124984317	125161170	CTBP2	ENSG00000175029	17
chr10_129708044_129715519	chr10	129467184	129768007	MGMT	ENSG00000170430	209
chr10_129536378_129563778	chr10	129467184	129768007	MGMT	ENSG00000170430	251
chr10_129715605_129717611	chr10	129467184	129768007	MGMT	ENSG00000170430	828
chr11_7457960_7461232	chr11	7238778	7469042	SYT9	ENSG00000170743	8
chr11_7440240_7461238	chr11	7238778	7469042	SYT9	ENSG00000170743	8
chr11_57299962_57308890	chr11	57299638	57324952	TNKS1BP1	ENSG00000149115	35
chr12_1953289_1993263	chr12	1946054	2004535	DCP1B	ENSG00000151065	3
chr12_1965694_1966079	chr12	1946054	2004535	DCP1B	ENSG00000151065	87
chr12_1953289_1993263	chr12	1970786	2697950	CACNA1C	ENSG00000151067	3
chr12_47778648_47778820	chr12	47753916	47782721	SLC48A1	ENSG00000211584	12
chr12_47778648_47779027	chr12	47753916	47782721	SLC48A1	ENSG00000211584	50
chr12_47771613_47772169	chr12	47753916	47782721	SLC48A1	ENSG00000211584	64
chr12_47802275_47820553	chr12	47782754	47833132	HDAC7	ENSG00000061273	1
chr12_47795611_47795905	chr12	47782754	47833132	HDAC7	ENSG00000061273	4
chr12_47795768_47797383	chr12	47782754	47833132	HDAC7	ENSG00000061273	16
chr12_47788165_47789812	chr12	47782754	47833132	HDAC7	ENSG00000061273	41
chr12_47819143_47819766	chr12	47782754	47833132	HDAC7	ENSG00000061273	52
chr12_47802275_47819119	chr12	47782754	47833132	HDAC7	ENSG00000061273	55
chr12_47798973_47812929	chr12	47782754	47833132	HDAC7	ENSG00000061273	58
chr12_47798973_47820553	chr12	47782754	47833132	HDAC7	ENSG00000061273	94
chr12_47802275_47813372	chr12	47782754	47833132	HDAC7	ENSG00000061273	100
chr12_47802275_47802435	chr12	47782754	47833132	HDAC7	ENSG00000061273	132
chr12_62302921_62312285	chr12	62260338	62417431	USP15	ENSG00000135655	5
chr12_69694465_69699204	chr12	69643360	69699476	BEST3	ENSG00000127325	13
chr12_69904420_70242796	chr12	69825304	69959097	MYRFL	ENSG00000166268	169
chr12_70278275_70290726	chr12	70242994	70354993	CNOT2	ENSG00000111596	1
chr12_70290804_70294070	chr12	70242994	70354993	CNOT2	ENSG00000111596	1
chr12_70327701_70329422	chr12	70242994	70354993	CNOT2	ENSG00000111596	1
chr12_70327716_70329422	chr12	70242994	70354993	CNOT2	ENSG00000111596	1
chr12_103966061_103972959	chr12	103965804	103988874	TDG	ENSG00000139372	383
chr12_103973034_103976917	chr12	103965804	103988874	TDG	ENSG00000139372	391
chr12_110641626_110644970	chr12	110614027	110647893	TCTN1	ENSG00000204852	8
chr12_110641626_110644970	chr12	110627841	110704950	HVCN1	ENSG00000122986	8
chr12_121011147_121016258	chr12	121000486	121016502	C12orf43	ENSG00000157895	10
chr13_27738768_27739916	chr13	27620742	27744237	POLR1D	ENSG00000186184	30
chr13_27648454_27738706	chr13	27620742	27744237	POLR1D	ENSG00000186184	60
chr13_27648454_27660778	chr13	27620742	27744237	POLR1D	ENSG00000186184	84
chr13_27622223_27622874	chr13	27620742	27744237	POLR1D	ENSG00000186184	89
chr13_27660916_27665685	chr13	27620742	27744237	POLR1D	ENSG00000186184	153
chr13_27621264_27648378	chr13	27620742	27744237	POLR1D	ENSG00000186184	223
chr13_49401588_49412911	chr13	49308650	49444126	CAB39L	ENSG00000102547	27
chr13_77015581_77026826	chr13	76990660	77019143	CLN5	ENSG00000102805	7
chr13_77015581_77026826	chr13	77000147	77027195	FBXL3	ENSG00000005812	7
chr13_102846315_102849117	chr13	102844844	102874858	ERCC5	ENSG00000134899	58
chr14_37500139_37501516	chr14	37197913	37552361	MIPOL1	ENSG00000151338	5
chr14_37500139_37523472	chr14	37197913	37552361	MIPOL1	ENSG00000151338	5
chr14_37369625_37385493	chr14	37197913	37552361	MIPOL1	ENSG00000151338	10
chr14_37247241_37247798	chr14	37197913	37552361	MIPOL1	ENSG00000151338	15
chr14_55661380_55661521	chr14	55580210	55701526	KTN1	ENSG00000126777	52
chr14_55644444_55646972	chr14	55580210	55701526	KTN1	ENSG00000126777	122
chr14_55601881_55607345	chr14	55580210	55701526	KTN1	ENSG00000126777	124
chr14_55559151_55612018	chr14	55580210	55701526	KTN1	ENSG00000126777	227
chr14_55607461_55612018	chr14	55580210	55701526	KTN1	ENSG00000126777	251
chr14_55580355_55627911	chr14	55580210	55701526	KTN1	ENSG00000126777	304
chr14_77710897_77760652	chr14	77708071	77760829	SLIRP	ENSG00000119705	5
chr14_77710897_77760652	chr14	77717599	77761207	SNW1	ENSG00000100603	5
chr14_91243982_91244354	chr14	91232532	91253925	GPR68	ENSG00000119714	10
chr14_92322636_92325867	chr14	92322581	92501483	SLC24A4	ENSG00000140090	18
chr14_92457363_92457497	chr14	92322581	92501483	SLC24A4	ENSG00000140090	28
chr14_92408435_92433911	chr14	92322581	92501483	SLC24A4	ENSG00000140090	36
chr15_90930256_90933976	chr15	90929964	90932569	HDDC3	ENSG00000184508	70
chr15_90931053_90933976	chr15	90929964	90932569	HDDC3	ENSG00000184508	205
chr15_90934144_90934434	chr15	90933977	90954093	UNC45A	ENSG00000140553	331
chr15_90935101_90935543	chr15	90933977	90954093	UNC45A	ENSG00000140553	336
chr16_57432561_57440952	chr16	57428169	57447436	CIAPIN1	ENSG00000005194	119
chr16_57434213_57439185	chr16	57428169	57447436	CIAPIN1	ENSG00000005194	122
chr16_58329950_58386620	chr16	58295080	58406144	GINS3	ENSG00000181938	22
chr16_78015130_78059413	chr16	78022515	78066761	CLEC3A	ENSG00000166509	37
chr16_86542214_86554644	chr16	86530176	86555235	MTHFSD	ENSG00000103248	30
chr16_86552147_86553259	chr16	86530176	86555235	MTHFSD	ENSG00000103248	272
chr16_86554752_86555041	chr16	86530176	86555235	MTHFSD	ENSG00000103248	308
chr16_87708467_87711234	chr16	87696485	87765992	KLHDC4	ENSG00000104731	28
chr16_87755293_87765791	chr16	87696485	87765992	KLHDC4	ENSG00000104731	28
chr16_87765207_87765791	chr16	87696485	87765992	KLHDC4	ENSG00000104731	28
chr16_89613405_89630304	chr16	89613308	89638456	DPEP1	ENSG00000015413	107
chr16_89613720_89635907	chr16	89613308	89638456	DPEP1	ENSG00000015413	123
chr16_89696865_89698194	chr16	89696365	89701705	SPATA2L	ENSG00000158792	268
chr16_89762794_89764806	chr16	89737549	89816657	FANCA	ENSG00000187741	28
chr16_89887718_89889227	chr16	89873570	89913417	TCF25	ENSG00000141002	107
chr16_89874750_89878460	chr16	89873570	89913417	TCF25	ENSG00000141002	1612
chr16_89923459_89931680	chr16	89921392	89938761	TUBB3	ENSG00000258947	2
chr16_90019769_90020829	chr16	90004865	90020043	DBNDD1	ENSG00000003249	168
chr16_90029680_90031189	chr16	90019629	90044975	GAS8	ENSG00000141013	116
chr16_90019769_90020829	chr16	90019629	90044975	GAS8	ENSG00000141013	168
chr16_90040510_90042312	chr16	90019629	90044975	GAS8	ENSG00000141013	301
chr17_327580_339507	chr17	212389	386254	RPH3AL	ENSG00000181031	4
chr17_327580_338865	chr17	212389	386254	RPH3AL	ENSG00000181031	4
chr17_327580_338535	chr17	212389	386254	RPH3AL	ENSG00000181031	7
chr17_349098_349219	chr17	212389	386254	RPH3AL	ENSG00000181031	8
chr17_333935_335774	chr17	212389	386254	RPH3AL	ENSG00000181031	17
chr17_327580_339067	chr17	212389	386254	RPH3AL	ENSG00000181031	18
chr17_247286_247631	chr17	212389	386254	RPH3AL	ENSG00000181031	19
chr17_281855_306415	chr17	212389	386254	RPH3AL	ENSG00000181031	24
chr17_45406084_45425563	chr17	45393902	45434421	ARHGAP27	ENSG00000159314	1884
chr17_45406084_45432751	chr17	45393902	45434421	ARHGAP27	ENSG00000159314	1884
chr17_45404529_45404923	chr17	45393902	45434421	ARHGAP27	ENSG00000159314	2824
chr17_45476074_45478100	chr17	45435900	45490749	PLEKHM1	ENSG00000225190	942
chr17_45468594_45482436	chr17	45435900	45490749	PLEKHM1	ENSG00000225190	1011
chr17_45475727_45478100	chr17	45435900	45490749	PLEKHM1	ENSG00000225190	2826
chr17_45475727_45490651	chr17	45435900	45490749	PLEKHM1	ENSG00000225190	3770
chr17_45454273_45459382	chr17	45435900	45490749	PLEKHM1	ENSG00000225190	3773
chr17_45445664_45446128	chr17	45435900	45490749	PLEKHM1	ENSG00000225190	5653
chr17_45440227_45440836	chr17	45435900	45490749	PLEKHM1	ENSG00000225190	7534
chr17_45482526_45487727	chr17	45435900	45490749	PLEKHM1	ENSG00000225190	8613
chr17_45439635_45440026	chr17	45435900	45490749	PLEKHM1	ENSG00000225190	11318
chr17_45445664_45447911	chr17	45435900	45490749	PLEKHM1	ENSG00000225190	13180
chr17_45829648_45830093	chr17	45784280	45835828	CRHR1	ENSG00000120088	2831
chr17_45833211_45833713	chr17	45784280	45835828	CRHR1	ENSG00000120088	3766
chr17_45830215_45830879	chr17	45784280	45835828	CRHR1	ENSG00000120088	3768
chr17_45816583_45829214	chr17	45784280	45835828	CRHR1	ENSG00000120088	4710
chr17_45807098_45821354	chr17	45784280	45835828	CRHR1	ENSG00000120088	5651
chr17_45833538_45834623	chr17	45784280	45835828	CRHR1	ENSG00000120088	5652
chr17_45829322_45829560	chr17	45784280	45835828	CRHR1	ENSG00000120088	5654
chr17_45829322_45830178	chr17	45784280	45835828	CRHR1	ENSG00000120088	6590
chr17_45821441_45825485	chr17	45784280	45835828	CRHR1	ENSG00000120088	7535
chr17_45833850_45834623	chr17	45784280	45835828	CRHR1	ENSG00000120088	7536
chr17_45825596_45829214	chr17	45784280	45835828	CRHR1	ENSG00000120088	8477
chr17_45996665_46018617	chr17	45894382	46028334	MAPT	ENSG00000186868	1814
chr17_45969300_45971858	chr17	45894382	46028334	MAPT	ENSG00000186868	1832
chr17_45978441_45983177	chr17	45894382	46028334	MAPT	ENSG00000186868	7537
chr17_45993978_45996398	chr17	45894382	46028334	MAPT	ENSG00000186868	9343
chr17_45985745_45987039	chr17	45894382	46028334	MAPT	ENSG00000186868	11234
chr17_45991587_45993923	chr17	45894382	46028334	MAPT	ENSG00000186868	12123
chr17_45996665_46018617	chr17	45999250	45999694	STH	ENSG00000256762	1814
chr17_46223805_46224560	chr17	46029916	46225389	KANSL1	ENSG00000120071	5
chr17_46034283_46034431	chr17	46029916	46225389	KANSL1	ENSG00000120071	1898
chr17_46088681_46094507	chr17	46029916	46225389	KANSL1	ENSG00000120071	6596
chr17_46034280_46038537	chr17	46029916	46225389	KANSL1	ENSG00000120071	6600
chr17_46034461_46034763	chr17	46029916	46225389	KANSL1	ENSG00000120071	10365
chr17_46094702_46121323	chr17	46029916	46225389	KANSL1	ENSG00000120071	11301
chr17_46094702_46223670	chr17	46029916	46225389	KANSL1	ENSG00000120071	14130
chr17_46169606_46170854	chr17	46029916	46225389	KANSL1	ENSG00000120071	21652
chr17_46033470_46034160	chr17	46029916	46225389	KANSL1	ENSG00000120071	23690
chr17_46034286_46034763	chr17	46029916	46225389	KANSL1	ENSG00000120071	26587
chr17_46156896_46170854	chr17	46029916	46225389	KANSL1	ENSG00000120071	28247
chr17_46152967_46170854	chr17	46029916	46225389	KANSL1	ENSG00000120071	30980
chr17_46120050_46170854	chr17	46029916	46225389	KANSL1	ENSG00000120071	31089
chr17_46034286_46034368	chr17	46029916	46225389	KANSL1	ENSG00000120071	32160
chr17_46172233_46193749	chr17	46029916	46225389	KANSL1	ENSG00000120071	32964
chr17_46152967_46169530	chr17	46029916	46225389	KANSL1	ENSG00000120071	47098
chr17_46148240_46152903	chr17	46029916	46225389	KANSL1	ENSG00000120071	47100
chr17_46152967_46156773	chr17	46029916	46225389	KANSL1	ENSG00000120071	47100
chr17_46550520_46553399	chr17	46511511	46553449	LRRC37A2	ENSG00000238083	1885
chr17_46523156_46523803	chr17	46511511	46553449	LRRC37A2	ENSG00000238083	1894
chr17_46517014_46517093	chr17	46511511	46553449	LRRC37A2	ENSG00000238083	2825
chr17_46520284_46523083	chr17	46511511	46553449	LRRC37A2	ENSG00000238083	2950
chr17_46552691_46570758	chr17	46511511	46553449	LRRC37A2	ENSG00000238083	3765
chr17_46515322_46517361	chr17	46511511	46553449	LRRC37A2	ENSG00000238083	3777
chr17_46548461_46570758	chr17	46511511	46553449	LRRC37A2	ENSG00000238083	6600
chr17_46538427_46570758	chr17	46511511	46553449	LRRC37A2	ENSG00000238083	7534
chr17_46528860_46538350	chr17	46511511	46553449	LRRC37A2	ENSG00000238083	12241
chr17_46550520_46553399	chr17	46516702	46579682	ARL17A	ENSG00000185829	1885
chr17_46523156_46523803	chr17	46516702	46579682	ARL17A	ENSG00000185829	1894
chr17_46517014_46517093	chr17	46516702	46579682	ARL17A	ENSG00000185829	2825
chr17_46520284_46523083	chr17	46516702	46579682	ARL17A	ENSG00000185829	2950
chr17_46552691_46570758	chr17	46516702	46579682	ARL17A	ENSG00000185829	3765
chr17_46515322_46517361	chr17	46516702	46579682	ARL17A	ENSG00000185829	3777
chr17_46548461_46570758	chr17	46516702	46579682	ARL17A	ENSG00000185829	6600
chr17_46538427_46570758	chr17	46516702	46579682	ARL17A	ENSG00000185829	7534
chr17_46528860_46538350	chr17	46516702	46579682	ARL17A	ENSG00000185829	12241
chr17_46557631_46559153	chr17	46516702	46579682	ARL17A	ENSG00000185829	16017
chr17_46591248_46624243	chr17	46590669	46757464	NSF	ENSG00000073969	2
chr17_46590788_46624243	chr17	46590669	46757464	NSF	ENSG00000073969	939
chr17_46602524_46624243	chr17	46590669	46757464	NSF	ENSG00000073969	939
chr17_75218307_75225697	chr17	75205659	75235758	NUP85	ENSG00000125450	5
chr17_75235481_75235577	chr17	75205659	75235758	NUP85	ENSG00000125450	6
chr17_75205795_75208154	chr17	75205659	75235758	NUP85	ENSG00000125450	27
chr17_75226158_75231572	chr17	75205659	75235758	NUP85	ENSG00000125450	81
chr17_75516911_75517014	chr17	75516060	75524739	TSEN54	ENSG00000182173	5
chr18_46557490_46563064	chr18	46476972	46657033	LOXHD1	ENSG00000167210	3
chr18_62059169_62072672	chr18	61905255	62187118	PIGN	ENSG00000197563	33
chr18_62059021_62072672	chr18	61905255	62187118	PIGN	ENSG00000197563	36
chr18_62162513_62163530	chr18	61905255	62187118	PIGN	ENSG00000197563	36
chr18_62056845_62058815	chr18	61905255	62187118	PIGN	ENSG00000197563	57
chr18_62072726_62084530	chr18	61905255	62187118	PIGN	ENSG00000197563	59
chr18_62102903_62103588	chr18	61905255	62187118	PIGN	ENSG00000197563	89
