SAMPID,TISSUE
GTEX-1JJE9-0226-SM-CY8HU,Thyroid
GTEX-1JJE9-0326-SM-CL53Z,Skin_Sun_Exposed_Lower_leg
GTEX-1JJE9-0426-SM-D4P2P,Prostate
GTEX-1JJE9-0726-SM-CNPOH,Nerve_Tibial
GTEX-1JJE9-0926-SM-CNNP9,Lung
GTEX-1JJE9-1226-SM-CNPOI,Adipose_Subcutaneous
GTEX-1JJE9-1426-SM-ARL8P,Heart_Left_Ventricle
GTEX-1JJE9-1526-SM-CM2RR,Adipose_Visceral_Omentum
GTEX-1JJE9-2226-SM-CXZJM,Small_Intestine_Terminal_Ileum
GTEX-1JJE9-2326-SM-ARL8Q,Breast_Mammary_Tissue
GTEX-1JJE9-2426-SM-D3L8T,Colon_Transverse
GTEX-1JJE9-2526-SM-ARU8K,Colon_Sigmoid
GTEX-1JJE9-2626-SM-ARZMT,Skin_Not_Sun_Exposed_Suprapubic
GTEX-1JJE9-2826-SM-CNNPB,Pituitary
GTEX-1JJE9-2926-SM-CY8HV,Brain_Cortex
GTEX-1JJE9-3026-SM-CNNPA,Brain_Cerebellum
GTEX-1JJEA-0003-SM-DE1IJ,Whole_Blood
GTEX-1JJEA-0006-SM-DHXJ2,Whole_Blood
GTEX-1JJEA-0011-R11a-SM-EXUTE,Brain_Cerebellar_Hemisphere
GTEX-1JJEA-0011-R3b-SM-EXUTD,Brain_Anterior_cingulate_cortex_BA24
GTEX-1JJEA-0011-R4a-SM-EXUTC,Brain_Amygdala
GTEX-1JJEA-0011-R6a-SM-EXUS1,Brain_Nucleus_accumbens_basal_ganglia
GTEX-1JJEA-0126-SM-D3L8A,Muscle_Skeletal
GTEX-1JJEA-0226-SM-COH2X,Adipose_Subcutaneous
GTEX-1JJEA-0326-SM-CNPOT,Skin_Sun_Exposed_Lower_leg
GTEX-1JJEA-0426-SM-COH2Y,Nerve_Tibial
GTEX-1JJEA-0526-SM-D3L95,Artery_Tibial
GTEX-1JJEA-0626-SM-D3L96,Thyroid
GTEX-1JJEA-0726-SM-CYPSN,Artery_Aorta
GTEX-1JJEA-0826-SM-CL53T,Heart_Left_Ventricle
GTEX-1JJEA-0926-SM-CYPSO,Heart_Atrial_Appendage
GTEX-1JJEA-1126-SM-CKZOC,Lung
GTEX-1JJEA-1526-SM-CNNPK,Liver
GTEX-1JJEA-1826-SM-ARU8P,Skin_Not_Sun_Exposed_Suprapubic
GTEX-1JJEA-1926-SM-AHZ41,Testis
GTEX-1JJEA-2526-SM-CY8HJ,Colon_Sigmoid
GTEX-1JJEA-2726-SM-ARL8V,Breast_Mammary_Tissue
GTEX-1JJEA-2826-SM-ARU8R,Brain_Cortex
GTEX-1JJEA-2926-SM-C1YSK,Brain_Cerebellum
GTEX-1JJEA-3026-SM-E9TIC,Pituitary
GTEX-1JK1U-0001-SM-DE1IM,Whole_Blood
GTEX-1JK1U-0006-SM-DHXJ3,Whole_Blood
GTEX-1JK1U-0126-SM-C1YQY,Spleen
GTEX-1JK1U-0226-SM-ARZMX,Skin_Not_Sun_Exposed_Suprapubic
GTEX-1JK1U-0326-SM-CXZJH,Thyroid
GTEX-1JK1U-0426-SM-CYPSP,Artery_Aorta
GTEX-1JK1U-0526-SM-CYPSQ,Heart_Left_Ventricle
GTEX-1JK1U-0626-SM-CKZOJ,Heart_Atrial_Appendage
GTEX-1JK1U-0726-SM-C1YPZ,Testis
GTEX-1JK1U-0826-SM-CM2S1,Artery_Coronary
GTEX-1JK1U-0926-SM-AHZ43,Prostate
GTEX-1JK1U-1026-SM-AHZ44,Pancreas
GTEX-1JK1U-1126-SM-CY8HK,Lung
GTEX-1JK1U-1226-SM-CNNPN,Small_Intestine_Terminal_Ileum
GTEX-1JK1U-1326-SM-AHZ45,Stomach
GTEX-1JK1U-1426-SM-CNPOW,Colon_Sigmoid
GTEX-1JK1U-1526-SM-AHZ46,Colon_Transverse
GTEX-1JK1U-1626-SM-CY8HL,Esophagus_Gastroesophageal_Junction
GTEX-1JK1U-1726-SM-CNNPM,Esophagus - Esophagus_Mucosa
GTEX-1JK1U-1826-SM-ARL8W,Breast_Mammary_Tissue
GTEX-1JK1U-1926-SM-CJI38,Esophagus_Muscularis
GTEX-1JK1U-2026-SM-CM2RZ,Skin_Sun_Exposed_Lower_leg
GTEX-1JK1U-2126-SM-CNPOU,Adipose_Subcutaneous
GTEX-1JK1U-2226-SM-CNNPL,Muscle_Skeletal
GTEX-1JK1U-2326-SM-CNPOV,Artery_Tibial
GTEX-1JK1U-2426-SM-CYPSR,Nerve_Tibial
GTEX-1JK1U-5007-SM-AN487,Lung
GTEX-1JK1U-5019-SM-AN488,Muscle_Skeletal
GTEX-1JKYN-0004-SM-ANILP,Whole_Blood
GTEX-1JKYN-0004-SM-AYROE,Whole_Blood
GTEX-1JKYN-0006-SM-DHXJ5,Whole_Blood
GTEX-1JKYN-0126-SM-AHZ4C,Adrenal_Gland
GTEX-1JKYN-0226-SM-ARL9H,Artery_Aorta
GTEX-1JKYN-0326-SM-AHZ4D,Spleen
GTEX-1JKYN-0426-SM-CGQG2,Pancreas
GTEX-1JKYN-0526-SM-CGQG3,Adipose_Visceral_Omentum
GTEX-1JKYN-0726-SM-ARZMY,Breast_Mammary_Tissue
GTEX-1JKYN-0826-SM-ARU8S,Skin_Not_Sun_Exposed_Suprapubic
GTEX-1JKYN-0926-SM-AHZ47,Prostate
GTEX-1JKYN-1026-SM-CGQG4,Testis
GTEX-1JKYN-1126-SM-CGQG5,Thyroid
GTEX-1JKYN-1226-SM-CGQG8,Adipose_Subcutaneous
GTEX-1JKYN-1326-SM-CGQG9,Skin_Sun_Exposed_Lower_leg
GTEX-1JKYN-1526-SM-CGQGA,Esophagus - Esophagus_Mucosa
GTEX-1JKYN-1626-SM-ARU8T,Esophagus_Gastroesophageal_Junction
GTEX-1JKYN-1726-SM-AHZ48,Stomach
GTEX-1JKYN-1826-SM-ARZMZ,Muscle_Skeletal
GTEX-1JKYN-1926-SM-CMKH1,Nerve_Tibial
GTEX-1JKYN-2026-SM-ARL9G,Artery_Tibial
GTEX-1JKYN-2126-SM-ARU8W,Lung
GTEX-1JKYN-2226-SM-ARZNE,Colon_Sigmoid
GTEX-1JKYN-2326-SM-CGQG7,Colon_Transverse
GTEX-1JKYR-0004-SM-DE1K8,Whole_Blood
GTEX-1JKYR-0004-SM-DJWYJ,Whole_Blood
GTEX-1JKYR-0005-SM-DHXL5,Whole_Blood
GTEX-1JKYR-0126-SM-CNPOJ,Skin_Sun_Exposed_Lower_leg
GTEX-1JKYR-0226-SM-CNPOK,Adipose_Subcutaneous
GTEX-1JKYR-0326-SM-CNPOL,Muscle_Skeletal
GTEX-1JKYR-0426-SM-CNPOM,Nerve_Tibial
GTEX-1JKYR-0526-SM-ARZMU,Artery_Tibial
GTEX-1JKYR-0626-SM-ARL8R,Skin_Not_Sun_Exposed_Suprapubic
GTEX-1JKYR-0726-SM-AHZ3K,Minor_Salivary_Gland
GTEX-1JKYR-0826-SM-ARU8L,Thyroid
GTEX-1JKYR-0926-SM-CMKGJ,Breast_Mammary_Tissue
GTEX-1JKYR-1026-SM-CGQGI,Pancreas
GTEX-1JKYR-1126-SM-CGQGJ,Spleen
GTEX-1JKYR-1226-SM-CM2S7,Adipose_Visceral_Omentum
GTEX-1JKYR-1326-SM-ARU8M,Esophagus_Gastroesophageal_Junction
GTEX-1JKYR-1626-SM-AHZ3L,Testis
GTEX-1JKYR-1726-SM-C1YR6,Prostate
GTEX-1JKYR-1926-SM-C1YR7,Colon_Transverse
GTEX-1JKYR-2026-SM-CNPON,Colon_Sigmoid
GTEX-1JKYR-2126-SM-CNNPC,Esophagus - Esophagus_Mucosa
GTEX-1JMI6-0002-SM-DE1KA,Whole_Blood
GTEX-1JMLX-0006-SM-DHXJ6,Whole_Blood
GTEX-1JMLX-0011-R6b-SM-EXUT9,Brain_Nucleus_accumbens_basal_ganglia
GTEX-1JMLX-0011-R9a-SM-EYYXM,Brain_Spinal_cord_cervical_c-1
GTEX-1JMLX-0126-SM-CMKG9,Adipose_Subcutaneous
GTEX-1JMLX-0226-SM-CM2RO,Skin_Sun_Exposed_Lower_leg
GTEX-1JMLX-0326-SM-CM2RP,Muscle_Skeletal
GTEX-1JMLX-0426-SM-COH2Z,Nerve_Tibial
GTEX-1JMLX-0526-SM-ARL8S,Artery_Tibial
GTEX-1JMLX-0626-SM-ARL8T,Skin_Not_Sun_Exposed_Suprapubic
GTEX-1JMLX-0726-SM-AHZ3M,Testis
GTEX-1JMLX-0826-SM-CNNPP,Thyroid
GTEX-1JMLX-0826-SM-DKTR9,Thyroid
GTEX-1JMLX-0826-SM-DLT2I,Thyroid
GTEX-1JMLX-0926-SM-CNNPQ,Lung
GTEX-1JMLX-1026-SM-D3L8U,Adipose_Visceral_Omentum
GTEX-1JMLX-1126-SM-CXZJN,Adrenal_Gland
GTEX-1JMLX-1226-SM-CY8HW,Prostate
GTEX-1JMLX-1326-SM-CXZJO,Liver
GTEX-1JMLX-1426-SM-CNNPO,Spleen
GTEX-1JMLX-1526-SM-AHZ3N,Kidney_Cortex
GTEX-1JMLX-1626-SM-ARZMV,Heart_Left_Ventricle
GTEX-1JMLX-1826-SM-CNPOX,Heart_Atrial_Appendage
GTEX-1JMLX-2026-SM-CMKGN,Breast_Mammary_Tissue
GTEX-1JMLX-2126-SM-CL54B,Esophagus_Muscularis
GTEX-1JMLX-2226-SM-CNPOY,Esophagus_Gastroesophageal_Junction
GTEX-1JMLX-2326-SM-CXZJP,Esophagus - Esophagus_Mucosa
GTEX-1JMLX-2426-SM-CXZJQ,Stomach
GTEX-1JMLX-2526-SM-CY8HX,Colon_Sigmoid
GTEX-1JMLX-2726-SM-CM2SB,Colon_Transverse
GTEX-1JMLX-2826-SM-C1YRH,Pituitary
GTEX-1JMLX-2926-SM-CL54C,Brain_Cortex
GTEX-1JMLX-3026-SM-EV79Q,Brain_Cerebellum
GTEX-1JMOU-0004-SM-DE1KO,Whole_Blood
GTEX-1JMOU-0004-SM-DJWY8,Whole_Blood
GTEX-1JMOU-0006-SM-DHXJ7,Whole_Blood
GTEX-1JMOU-0011-R11b-SM-EXUTA,Brain_Cerebellar_Hemisphere
GTEX-1JMOU-0011-R3a-SM-EYYXN,Brain_Anterior_cingulate_cortex_BA24
GTEX-1JMOU-0126-SM-E9U53,Artery_Aorta
GTEX-1JMOU-0226-SM-CNNPD,Heart_Left_Ventricle
GTEX-1JMOU-0326-SM-ARL8X,Heart_Atrial_Appendage
GTEX-1JMOU-0526-SM-CNNPE,Lung
GTEX-1JMOU-1026-SM-CYPSS,Skin_Not_Sun_Exposed_Suprapubic
GTEX-1JMOU-1126-SM-CYPST,Nerve_Tibial
GTEX-1JMOU-1326-SM-CNPOO,Artery_Tibial
GTEX-1JMOU-1526-SM-CL54I,Skin_Sun_Exposed_Lower_leg
GTEX-1JMOU-2026-SM-CMKGU,Breast_Mammary_Tissue
GTEX-1JMOU-2626-SM-AHZ49,Pituitary
GTEX-1JMOU-2726-SM-CY8IO,Brain_Cortex
GTEX-1JMOU-2826-SM-EV79R,Brain_Cerebellum
GTEX-1JMPY-0003-SM-DE1KK,Whole_Blood
GTEX-1JMPY-0003-SM-DJWYO,Whole_Blood
GTEX-1JMPY-0006-SM-DHXJ8,Whole_Blood
GTEX-1JMPY-0126-SM-CJI39,Thyroid
GTEX-1JMPY-0226-SM-CKZOK,Skin_Not_Sun_Exposed_Suprapubic
GTEX-1JMPY-0326-SM-CM2S2,Adipose_Visceral_Omentum
GTEX-1JMPY-0426-SM-C1YQ3,Colon_Transverse
GTEX-1JMPY-0526-SM-CL54O,Breast_Mammary_Tissue
GTEX-1JMPY-0726-SM-CE6RU,Esophagus_Gastroesophageal_Junction
GTEX-1JMPY-0826-SM-AHZ4A,Esophagus - Esophagus_Mucosa
GTEX-1JMPY-0926-SM-ARL92,Stomach
GTEX-1JMPY-1026-SM-ARZN1,Colon_Sigmoid
GTEX-1JMPY-1226-SM-CJI3A,Muscle_Skeletal
GTEX-1JMPY-1326-SM-ARL8Y,Skin_Sun_Exposed_Lower_leg
GTEX-1JMPY-1426-SM-ARL8Z,Adipose_Subcutaneous
GTEX-1JMPY-1526-SM-ARL91,Artery_Tibial
GTEX-1JMPY-1626-SM-CMKGZ,Nerve_Tibial
GTEX-1JMPZ-0004-SM-DE1JU,Whole_Blood
GTEX-1JMPZ-0004-SM-DJWX4,Whole_Blood
GTEX-1JMPZ-0006-SM-DHXJ9,Whole_Blood
GTEX-1JMPZ-0011-R3a-SM-EYYWX,Brain_Anterior_cingulate_cortex_BA24
GTEX-1JMPZ-0011-R5b-SM-EYYWY,Brain_Caudate_basal_ganglia
GTEX-1JMPZ-0126-SM-CNPOZ,Muscle_Skeletal
GTEX-1JMPZ-0226-SM-CNPP1,Skin_Sun_Exposed_Lower_leg
GTEX-1JMPZ-0426-SM-COH32,Nerve_Tibial
GTEX-1JMPZ-0526-SM-CYPT2,Artery_Tibial
GTEX-1JMPZ-0626-SM-CY8HY,Thyroid
GTEX-1JMPZ-0726-SM-CY8HZ,Skin_Not_Sun_Exposed_Suprapubic
GTEX-1JMPZ-0926-SM-CXZJR,Spleen
GTEX-1JMPZ-1026-SM-CXZJS,Pancreas
GTEX-1JMPZ-1126-SM-ARU8X,Lung
GTEX-1JMPZ-1226-SM-ARU8Y,Kidney_Cortex
GTEX-1JMPZ-1426-SM-CJI3C,Heart_Left_Ventricle
GTEX-1JMPZ-1626-SM-COH31,Breast_Mammary_Tissue
GTEX-1JMPZ-1726-SM-CNNPR,Esophagus_Gastroesophageal_Junction
GTEX-1JMPZ-1826-SM-CXZJT,Stomach
GTEX-1JMPZ-1926-SM-E9TIT,Esophagus_Muscularis
GTEX-1JMPZ-2026-SM-C1YR8,Esophagus - Esophagus_Mucosa
GTEX-1JMPZ-2226-SM-CE6TE,Testis
GTEX-1JMPZ-2326-SM-CE6RW,Prostate
GTEX-1JMPZ-2426-SM-C1YQP,Colon_Transverse
GTEX-1JMPZ-2626-SM-ARU8Z,Colon_Sigmoid
GTEX-1JMPZ-2726-SM-ARZNF,Brain_Cortex
GTEX-1JMPZ-2826-SM-C1YRA,Brain_Cerebellum
GTEX-1JMPZ-2926-SM-C1YRG,Pituitary
GTEX-1JMQI-0002-SM-DE1NG,Whole_Blood
GTEX-1JMQI-0002-SM-DJWWH,Whole_Blood
GTEX-1JMQI-0005-SM-DHXJA,Whole_Blood
GTEX-1JMQI-0226-SM-ARZN3,Artery_Aorta
GTEX-1JMQI-1026-SM-COH2U,Adipose_Visceral_Omentum
GTEX-1JMQI-1126-SM-ARZN2,Lung
GTEX-1JMQI-1726-SM-ARL93,Skin_Not_Sun_Exposed_Suprapubic
GTEX-1JMQI-1826-SM-ARL94,Artery_Tibial
GTEX-1JMQI-2026-SM-CMKGP,Adipose_Subcutaneous
GTEX-1JMQI-2126-SM-CM2SC,Muscle_Skeletal
GTEX-1JMQI-2226-SM-CM2SD,Skin_Sun_Exposed_Lower_leg
GTEX-1JMQJ-0003-SM-DE1N6,Whole_Blood
GTEX-1JMQJ-0003-SM-DJWY9,Whole_Blood
GTEX-1JMQJ-0006-SM-DHXJD,Whole_Blood
GTEX-1JMQJ-0011-R11a-SM-EXOJY,Brain_Cerebellar_Hemisphere
GTEX-1JMQJ-0011-R4b-SM-EXUT8,Brain_Amygdala
GTEX-1JMQJ-0011-R5a-SM-EYYXO,Brain_Caudate_basal_ganglia
GTEX-1JMQJ-0126-SM-E6CI2,Muscle_Skeletal
GTEX-1JMQJ-0326-SM-D5OW1,Artery_Tibial
GTEX-1JMQJ-0526-SM-CYPSU,Skin_Sun_Exposed_Lower_leg
GTEX-1JMQJ-0726-SM-CXZJJ,Testis
GTEX-1JMQJ-0826-SM-CNPP7,Skin_Not_Sun_Exposed_Suprapubic
GTEX-1JMQJ-1026-SM-CNPP8,Esophagus_Muscularis
GTEX-1JMQJ-1126-SM-CY8HO,Esophagus_Gastroesophageal_Junction
GTEX-1JMQJ-1226-SM-D3L97,Esophagus - Esophagus_Mucosa
GTEX-1JMQJ-1326-SM-D4P3B,Stomach
GTEX-1JMQJ-1726-SM-E9U4V,Kidney_Cortex
GTEX-1JMQJ-1926-SM-D4P3A,Adipose_Visceral_Omentum
GTEX-1JMQJ-2026-SM-CNPP9,Thyroid
GTEX-1JMQJ-2126-SM-CNPPA,Lung
GTEX-1JMQJ-2426-SM-E9TIL,Artery_Aorta
GTEX-1JMQJ-2526-SM-CY8HP,Artery_Coronary
GTEX-1JMQJ-2626-SM-CY8HQ,Colon_Sigmoid
GTEX-1JMQJ-2926-SM-D5OV4,Pituitary
GTEX-1JMQJ-3026-SM-D5OVS,Brain_Cortex
GTEX-1JMQJ-3126-SM-EV79G,Brain_Cerebellum
GTEX-1JMQK-0004-SM-DE1NE,Whole_Blood
GTEX-1JMQK-0004-SM-DJWWF,Whole_Blood
GTEX-1JMQK-0005-SM-CNPOE,Whole_Blood
GTEX-1JMQK-0011-R2a-SM-EYYXQ,Brain_Substantia_nigra
GTEX-1JMQK-0011-R7b-SM-EXUTF,Brain_Putamen_basal_ganglia
GTEX-1JMQK-0126-SM-CM2S3,Adipose_Subcutaneous
GTEX-1JMQK-0226-SM-CL543,Skin_Sun_Exposed_Lower_leg
GTEX-1JMQK-0326-SM-ARZN5,Muscle_Skeletal
GTEX-1JMQK-0426-SM-CL544,Nerve_Tibial
GTEX-1JMQK-0526-SM-CM2S4,Artery_Tibial
GTEX-1JMQK-0626-SM-D4P2R,Heart_Left_Ventricle
GTEX-1JMQK-0926-SM-ARL96,Heart_Atrial_Appendage
GTEX-1JMQK-1126-SM-CXZJW,Spleen
GTEX-1JMQK-1226-SM-D4P2S,Skin_Not_Sun_Exposed_Suprapubic
GTEX-1JMQK-1326-SM-CNPOR,Adipose_Visceral_Omentum
GTEX-1JMQK-1826-SM-CY8I1,Esophagus_Muscularis
GTEX-1JMQK-1926-SM-CJI3B,Kidney_Cortex
GTEX-1JMQK-2026-SM-C1YQN,Esophagus - Esophagus_Mucosa
GTEX-1JMQK-2126-SM-CY8I2,Thyroid
GTEX-1JMQK-2226-SM-ARU8U,Prostate
GTEX-1JMQK-2326-SM-ARZN4,Colon_Sigmoid
GTEX-1JMQK-2426-SM-CXZJU,Small_Intestine_Terminal_Ileum
GTEX-1JMQK-2626-SM-COH2W,Breast_Mammary_Tissue
GTEX-1JMQK-2726-SM-CNNPI,Testis
GTEX-1JMQK-2826-SM-CXZJV,Pituitary
GTEX-1JMQK-2926-SM-D4P2T,Brain_Cerebellum
GTEX-1JMQK-3026-SM-ARL95,Brain_Cortex
GTEX-1JMQL-0004-SM-DE1KB,Whole_Blood
GTEX-1JMQL-0004-SM-DJWX7,Whole_Blood
GTEX-1JMQL-0006-SM-DHXJB,Whole_Blood
GTEX-1JMQL-0126-SM-CY8HN,Muscle_Skeletal
GTEX-1JMQL-0226-SM-CNPP5,Skin_Sun_Exposed_Lower_leg
GTEX-1JMQL-0326-SM-CNPP6,Adipose_Subcutaneous
GTEX-1JMQL-0526-SM-CM2RG,Artery_Tibial
GTEX-1JMQL-0926-SM-CJI3F,Thyroid
GTEX-1JMQL-1026-SM-CMKGV,Heart_Atrial_Appendage
GTEX-1JMQL-1126-SM-CKZOP,Lung
GTEX-1JMQL-1426-SM-CL54J,Esophagus_Muscularis
GTEX-1JMQL-2226-SM-CNPP4,Skin_Not_Sun_Exposed_Suprapubic
GTEX-1JMQL-2326-SM-CNNPV,Vagina
GTEX-1JMQL-2426-SM-CNNPW,Colon_Transverse
GTEX-1JMQL-2826-SM-ARU91,Brain_Cortex
GTEX-1JMQL-2926-SM-CXZJI,Brain_Cerebellum
GTEX-1JMQL-3026-SM-D4P2Q,Pituitary
GTEX-1JN1M-0004-SM-DE1NF,Whole_Blood
GTEX-1JN1M-0004-SM-DJWWG,Whole_Blood
GTEX-1JN1M-0006-SM-DHXJE,Whole_Blood
GTEX-1JN1M-0011-R9a-SM-EZ6MR,Brain_Spinal_cord_cervical_c-1
GTEX-1JN1M-0126-SM-D4P23,Adipose_Subcutaneous
GTEX-1JN1M-0226-SM-D4P2U,Nerve_Tibial
GTEX-1JN1M-0326-SM-CYPT3,Skin_Sun_Exposed_Lower_leg
GTEX-1JN1M-0426-SM-CY8IN,Artery_Tibial
GTEX-1JN1M-0526-SM-CJI3D,Muscle_Skeletal
GTEX-1JN1M-0926-SM-D4P2V,Artery_Coronary
GTEX-1JN1M-1026-SM-CNPOS,Heart_Left_Ventricle
GTEX-1JN1M-1826-SM-ARU92,Esophagus_Gastroesophageal_Junction
GTEX-1JN1M-2026-SM-D4P2W,Esophagus_Muscularis
GTEX-1JN1M-2126-SM-D4P2X,Ovary
GTEX-1JN1M-2326-SM-ARZNG,Vagina
GTEX-1JN1M-2426-SM-ARU93,Minor_Salivary_Gland
GTEX-1JN1M-2626-SM-CY8I3,Colon_Transverse
GTEX-1JN1M-2726-SM-CY8I4,Skin_Not_Sun_Exposed_Suprapubic
GTEX-1JN1M-2926-SM-CNNPJ,Stomach
GTEX-1JN1M-3026-SM-CMKGK,Breast_Mammary_Tissue
GTEX-1JN1M-3126-SM-AHZ4E,Brain_Cerebellum
GTEX-1JN1M-3326-SM-CXZJX,Pituitary
GTEX-1JN6P-0001-SM-DE1N7,Whole_Blood
GTEX-1JN6P-0001-SM-DJWYE,Whole_Blood
GTEX-1JN6P-0005-SM-DIPEH,Whole_Blood
GTEX-1JN6P-0011-R4a-SM-EZ6MS,Brain_Amygdala
GTEX-1JN6P-0126-SM-D3L98,Skin_Sun_Exposed_Lower_leg
GTEX-1JN6P-0226-SM-COH34,Adipose_Subcutaneous
GTEX-1JN6P-0326-SM-CNPPB,Nerve_Tibial
GTEX-1JN6P-0426-SM-D3L99,Artery_Tibial
GTEX-1JN6P-0526-SM-COH33,Muscle_Skeletal
GTEX-1JN6P-0626-SM-ARZN6,Thyroid
GTEX-1JN6P-0726-SM-ARZN7,Lung
GTEX-1JN6P-0826-SM-ARL97,Heart_Atrial_Appendage
GTEX-1JN6P-1126-SM-CKZON,Heart_Left_Ventricle
GTEX-1JN6P-1626-SM-CYPSV,Adipose_Visceral_Omentum
GTEX-1JN6P-2126-SM-ARL98,Colon_Sigmoid
GTEX-1JN6P-2426-SM-ARL99,Breast_Mammary_Tissue
GTEX-1JN6P-2526-SM-CNNPX,Minor_Salivary_Gland
GTEX-1JN6P-2526-SM-E9IK1,Minor_Salivary_Gland
GTEX-1JN6P-2626-SM-D4P3C,Prostate
GTEX-1JN6P-2826-SM-CXZJK,Testis
GTEX-1JN6P-2926-SM-CL54D,Skin_Not_Sun_Exposed_Suprapubic
GTEX-1JN6P-3226-SM-D4P3D,Pituitary
GTEX-1JN76-0004-SM-DE1KU,Whole_Blood
GTEX-1JN76-0004-SM-DJWYP,Whole_Blood
GTEX-1JN76-0005-SM-EAZ3B,Whole_Blood
GTEX-1JN76-0126-SM-CNPPE,Skin_Sun_Exposed_Lower_leg
GTEX-1JN76-0226-SM-CMKGO,Adipose_Subcutaneous
GTEX-1JN76-0326-SM-ARZNJ,Muscle_Skeletal
GTEX-1JN76-0426-SM-ARZNK,Nerve_Tibial
GTEX-1JN76-0526-SM-CM2SH,Artery_Tibial
GTEX-1JN76-0626-SM-CKZOQ,Skin_Not_Sun_Exposed_Suprapubic
GTEX-1JN76-0826-SM-C1YRK,Lung
GTEX-1JN76-0926-SM-ARZNH,Stomach
GTEX-1JN76-1026-SM-ARZNI,Adipose_Visceral_Omentum
GTEX-1JN76-1126-SM-C1YRL,Small_Intestine_Terminal_Ileum
GTEX-1JN76-1226-SM-C1YRM,Colon_Transverse
GTEX-1JN76-1326-SM-ARU94,Colon_Sigmoid
GTEX-1JN76-1426-SM-AHZ4F,Ovary
GTEX-1JN76-1526-SM-CNPPF,Vagina
GTEX-1JN76-1626-SM-CNNQ3,Uterus
GTEX-1K2DA-0002-SM-ANILQ,Whole_Blood
GTEX-1K2DA-0002-SM-AYROF,Whole_Blood
GTEX-1K2DA-0005-SM-DIPE7,Whole_Blood
GTEX-1K2DA-0126-SM-CGQGV,Spleen
GTEX-1K2DA-0226-SM-CGQGW,Adrenal_Gland
GTEX-1K2DA-0326-SM-CGQGX,Pancreas
GTEX-1K2DA-0526-SM-CGQGY,Esophagus_Gastroesophageal_Junction
GTEX-1K2DA-0626-SM-CGQGO,Esophagus - Esophagus_Mucosa
GTEX-1K2DA-0726-SM-CGQGC,Esophagus_Muscularis
GTEX-1K2DA-0826-SM-CGQGD,Stomach
GTEX-1K2DA-0926-SM-CGQGE,Artery_Aorta
GTEX-1K2DA-1026-SM-CGQGF,Skin_Not_Sun_Exposed_Suprapubic
GTEX-1K2DA-1126-SM-CGQGG,Adipose_Visceral_Omentum
GTEX-1K2DA-1226-SM-CGQGH,Prostate
GTEX-1K2DA-1326-SM-CGQGP,Testis
GTEX-1K2DA-1526-SM-CGQGQ,Thyroid
GTEX-1K2DA-1626-SM-CGQGB,Colon_Sigmoid
GTEX-1K2DA-1726-SM-CGQGS,Breast_Mammary_Tissue
GTEX-1K2DA-1826-SM-CGQGT,Skin_Sun_Exposed_Lower_leg
GTEX-1K2DA-1926-SM-CGQGU,Nerve_Tibial
GTEX-1K2DA-2026-SM-CGQGK,Colon_Transverse
GTEX-1K2DA-2126-SM-CGQGL,Adipose_Subcutaneous
GTEX-1K2DA-2226-SM-CGQGM,Muscle_Skeletal
GTEX-1K2DA-2326-SM-CGQGN,Artery_Tibial
GTEX-1K2DU-0003-SM-DJWWE,Whole_Blood
GTEX-1K2DU-0004-SM-E6UGM,Whole_Blood
GTEX-1K2DU-0005-SM-DIPE8,Whole_Blood
GTEX-1K2DU-0126-SM-E9TIU,Thyroid
GTEX-1K2DU-0226-SM-DIPF6,Heart_Atrial_Appendage
GTEX-1K2DU-0526-SM-D4P2Y,Lung
GTEX-1K2DU-0726-SM-DIPF7,Adipose_Visceral_Omentum
GTEX-1K2DU-0826-SM-DHXKA,Adrenal_Gland
GTEX-1K2DU-0926-SM-DHXKB,Kidney_Cortex
GTEX-1K2DU-1026-SM-DHXKC,Pancreas
GTEX-1K2DU-1226-SM-CYPT4,Skin_Not_Sun_Exposed_Suprapubic
GTEX-1K2DU-1326-SM-CYPT5,Artery_Aorta
GTEX-1K2DU-1626-SM-DHXKD,Esophagus_Muscularis
GTEX-1K2DU-1726-SM-EV79S,Esophagus - Esophagus_Mucosa
GTEX-1K2DU-2226-SM-CXZJY,Testis
GTEX-1K2DU-2326-SM-E9TIV,Skin_Sun_Exposed_Lower_leg
GTEX-1K2DU-2526-SM-D3L8V,Muscle_Skeletal
GTEX-1K2DU-2626-SM-D3L8W,Nerve_Tibial
GTEX-1K2DU-2726-SM-EXOJQ,Artery_Tibial
GTEX-1K2DU-5001-SM-AN48D,Heart_Left_Ventricle
GTEX-1K9T9-0004-SM-DE1N9,Whole_Blood
GTEX-1K9T9-0004-SM-DJWYM,Whole_Blood
GTEX-1K9T9-0006-SM-DIPE9,Whole_Blood
GTEX-1K9T9-0126-SM-EVYCF,Skin_Sun_Exposed_Lower_leg
GTEX-1K9T9-0226-SM-E9U6K,Adipose_Subcutaneous
GTEX-1K9T9-0326-SM-EWRNQ,Muscle_Skeletal
GTEX-1K9T9-0426-SM-E9U6L,Nerve_Tibial
GTEX-1K9T9-0526-SM-CYPT6,Artery_Tibial
GTEX-1K9T9-0626-SM-CXZKY,Spleen
GTEX-1K9T9-0726-SM-CXZJZ,Liver
GTEX-1K9T9-0826-SM-EAZ4X,Thyroid
GTEX-1K9T9-0926-SM-D3L9C,Lung
GTEX-1K9T9-1026-SM-D3L9D,Artery_Coronary
GTEX-1K9T9-1126-SM-D3L9E,Heart_Left_Ventricle
